2015-10-09 10:30:14 -0400, 13
2015-10-09 10:30:14 -0400, 13
2015-10-09 10:30:14 -0400, 13
2015-10-09 10:30:14 -0400, 13
2015-10-09 10:30:15 -0400, 13
2015-10-09 10:30:15 -0400, 13.1
2015-10-09 10:30:15 -0400, 13
2015-10-09 10:30:15 -0400, 13
2015-10-09 10:30:15 -0400, 13
2015-10-09 10:30:16 -0400, 13
2015-10-09 10:30:16 -0400, 13
2015-10-09 10:30:16 -0400, 13
2015-10-09 10:30:16 -0400, 13
2015-10-09 10:30:17 -0400, 13
2015-10-09 10:30:17 -0400, 13
2015-10-09 10:30:17 -0400, 13
2015-10-09 10:30:17 -0400, 13
2015-10-09 10:30:17 -0400, 13
2015-10-09 10:30:18 -0400, 13
2015-10-09 10:30:18 -0400, 13
2015-10-09 10:30:18 -0400, 13
2015-10-09 10:30:18 -0400, 13
2015-10-09 10:30:19 -0400, 13
2015-10-09 10:30:19 -0400, 13
2015-10-09 10:30:19 -0400, 13
2015-10-09 10:30:20 -0400, 13
2015-10-09 10:30:20 -0400, 13
2015-10-09 10:30:20 -0400, 13
2015-10-09 10:30:20 -0400, 14
2015-10-09 10:30:20 -0400, 14
2015-10-09 10:30:21 -0400, 14
2015-10-09 10:30:21 -0400, 14
2015-10-09 10:30:21 -0400, 14
2015-10-09 10:30:21 -0400, 14
2015-10-09 10:30:22 -0400, 14
2015-10-09 10:30:22 -0400, 14
2015-10-09 10:30:22 -0400, 14
2015-10-09 10:30:22 -0400, 14
2015-10-09 10:30:26 -0400, 14
2015-10-09 10:30:27 -0400, 14
2015-10-09 10:30:27 -0400, 14
2015-10-09 10:30:28 -0400, 14
2015-10-09 10:30:28 -0400, 12
2015-10-09 10:30:28 -0400, 12
2015-10-09 10:30:28 -0400, 12
2015-10-09 10:30:29 -0400, 12
2015-10-09 10:30:29 -0400, 12
2015-10-09 10:30:30 -0400, 12
2015-10-09 10:30:30 -0400, 12
2015-10-09 10:30:30 -0400, 12
2015-10-09 10:30:30 -0400, 15
2015-10-09 10:30:31 -0400, 15
2015-10-09 10:30:31 -0400, 15
2015-10-09 10:30:32 -0400, 15
2015-10-09 10:30:32 -0400, 15
2015-10-09 10:30:32 -0400, 15
2015-10-09 10:30:33 -0400, 15
2015-10-09 10:31:05 -0400, 15
2015-10-09 11:03:28 -0400, 23
2015-10-09 11:03:33 -0400, 23
2015-10-09 11:04:32 -0400, 24
2015-10-09 11:05:30 -0400, 24
2015-10-09 11:06:28 -0400, 25
2015-10-09 11:07:27 -0400, 26
2015-10-09 11:08:25 -0400, 27
2015-10-09 11:09:23 -0400, 28
2015-10-09 11:10:22 -0400, 26
2015-10-09 11:11:20 -0400, 25
2015-10-09 11:12:18 -0400, 24
2015-10-09 11:13:17 -0400, 23
2015-10-09 11:14:16 -0400, 29
2015-10-09 11:15:14 -0400, 28
2015-10-09 11:16:15 -0400, 27
2015-10-09 11:17:13 -0400, 26
2015-10-09 11:18:12 -0400, 26
2015-10-09 11:19:11 -0400, 25
2015-10-09 11:19:46 -0400, 27
2015-10-09 11:19:56 -0400, 27
2015-10-09 11:19:10 -0400, 25
2015-10-09 11:20:11 -0400, 27
2015-10-09 11:20:17 -0400, 27
2015-10-09 11:20:18 -0400, 27
2015-10-09 11:20:09 -0400, 27
2015-10-09 11:21:10 -0400, 28
2015-10-09 11:22:32 -0400, 28
2015-10-09 11:22:08 -0400, 28
2015-10-09 11:23:09 -0400, 28
2015-10-09 11:24:07 -0400, 28
2015-10-09 11:25:05 -0400, 29
2015-10-09 11:26:04 -0400, 27
2015-10-09 11:27:02 -0400, 27
2015-10-09 11:28:00 -0400, 26
2015-10-09 11:28:58 -0400, 26
2015-10-09 11:29:57 -0400, 26
2015-10-09 11:30:55 -0400, 28
